店家名,店家名(英),地區,縣市,地址,緯度,經度,營業時間(起),營業時間(迄),入住時間(起),入住時間(迄),退房時間(起),退房時間(迄),交通建議,周遭潛點,連結,星級,評論數量,AI評論,評論連結,預覽圖路徑
天天潛水,DayDayDive,南部地區,屏東縣,929屏東縣琉球鄉環島公路,22.32864706,120.3545638,07:30,20:30,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行五十分鐘抵達(或可租車前往),中澳、電廠、龍蝦洞,https://www.daydaydive.com/,5,122,1.教練們非常有耐心和細心\n2.潛水體驗很好玩\n3.背包房小巧乾淨,"https://www.google.com/search?q=%E5%A4%A9%E5%A4%A9%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%A4%A9%E5%A4%A9%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTINCAEQLhivARjHARiABDIHCAIQABiABDIHCAMQABiABNIBBzE3NmowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef0c8c91875f:0x37dcedf8f56466f4,1,,,,",img/store_img/259.jpg
奧之海潛水旅宿 Odyssey Divers Hostel,Odyssey Divers Hostel,南部地區,屏東縣,929屏東縣琉球鄉中正路57號,22.32786016,120.3576314,00:00,23:59,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行三十四分鐘抵達(或可租車前往),厚石、海子口、衫福,https://odysseydivers.weebly.com/,5,209,1.教練很帥又幽默！\n2.這間小旅店真的很溫馨，老板是位很隨性的人，個性不急不緩、非常有耐心\n3.教練們都很有耐心，也都很照顧學員的安全,"https://www.google.com/search?q=%E5%A5%A7%E4%B9%8B%E6%B5%B7%E6%BD%9B%E6%B0%B4%E6%97%85%E5%AE%BF+Odyssey+Divers+Hostel&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%A5%A7%E4%B9%8B%E6%B5%B7%E6%BD%9B%E6%B0%B4%E6%97%85%E5%AE%BF+Odyssey+Divers+Hostel&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiiBDIHCAIQABiiBDIHCAMQABiiBDIHCAQQABiiBDIHCAUQABiiBNIBBzE5MmowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471efe855d3dd3f:0x9caab7cece44b648,1,,,,",img/store_img/260.jpg
AIRTIME Diving 潛水工作室,AIRTIME Diving,南部地區,屏東縣,929屏東縣琉球鄉信義路11-1號貨櫃屋,22.32873843,120.357576,08:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行三十二分鐘抵達(或可租車前往),電廠、多仔坪、龍蝦洞,https://www.facebook.com/profile.php?id=100064327983135,5,65,1.各位想學水肺潛水的一定來找最專業的阿敬教練\n2.非常專業又有耐心，三天的OW課程收穫滿滿\n3.教練非常有耐心地教導OW潛水課程中的每一項智識及安全操守,"https://www.google.com/search?q=AIRTIME+Diving+%E6%BD%9B%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4&rlz=1C1CHBF_zh-TWTW901TW901&oq=AIRTIME+Diving+%E6%BD%9B%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigAdIBBzEzOWowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471effa221d8aeb:0x655a20288cd3cbb2,1,,,,",img/store_img/261.jpg
洋Free diving-高雄自由潛水 / 小琉球 / 墾丁,null,南部地區,屏東縣,929屏東縣琉球鄉信義路11-1號,22.32872168,120.3576129,10:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行三十二分鐘抵達(或可租車前往),花瓶岩、電廠、衫福,https://www.facebook.com/KhFdLu/?locale=zh_TW,5,16,1.與不同國籍的友好人民的良好經歷\n2.專業、安全的培訓\n3.友善且善解人意的教練,"https://www.google.com/search?q=%E6%B4%8BFree+diving-%E9%AB%98%E9%9B%84%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4+%2F+%E5%B0%8F%E7%90%89%E7%90%83+%2F+%E5%A2%BE%E4%B8%81&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E6%B4%8BFree+diving-%E9%AB%98%E9%9B%84%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4+%2F+%E5%B0%8F%E7%90%89%E7%90%83+%2F+%E5%A2%BE%E4%B8%81&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzEyOWowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef33296107f5:0x14099588b3471185,1,,,,",img/store_img/262.jpg
琉影潛水,IMAGE Diving Club,南部地區,屏東縣,929屏東縣琉球鄉中正路1巷90-2號,22.33049756,120.3586706,null,null,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行三十一分鐘抵達(或可租車前往),電廠、厚石、海子口,https://www.facebook.com/image.diving/,5,240,1.教練專業細心，提供安心的潛水體驗\n2.海底美景令人驚艷，有機會還能遇到海龜\n3.推薦給想要親子深潛的人，充滿回憶的體驗,"https://www.google.com/search?q=%E7%90%89%E5%BD%B1%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E7%90%89%E5%BD%B1%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzEwN2owajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x346e1784b935c0e7:0xc950aa6bb48677b0,1,,,,",img/store_img/263.jpg
Shengdiving,Sheng Diving,南部地區,屏東縣,92942屏東縣琉球鄉忠孝路108號,22.32907576,120.3639312,08:00,20:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十六分鐘抵達(或可租車前往),海子口、多仔坪、龍蝦洞,https://www.facebook.com/Shengdiving/,5,80,1.教練人超好，幽默風趣，提供療癒的教學體驗\n2.潛店設施舒適，24小時熱水，讓學生洗熱水澡\n3.教練教會學生如何觀察海龜，並提供全方位的教學環境,"https://www.google.com/search?q=Shengdiving&rlz=1C1CHBF_zh-TWTW901TW901&oq=Shengdiving&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABNIBBzE5N2owajSoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471efca3021b805:0x911314f329763516,1,,,,",img/store_img/264.jpg
鬥陣潛水小琉球分部,null,南部地區,屏東縣,929屏東縣琉球鄉忠孝路120之8號,22.32930899,120.3641583,09:00,18:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十六分鐘抵達(或可租車前往),花瓶岩、中澳、電廠,https://www.joindiving.com.tw/h/about?key=656715000196&cont=93346,4.6,141,1.教練詳細解說且耐心指導\n2.心情放鬆下來，清澈的海岸\n3.fun dive價格不貴，人情味滿滿,"https://www.google.com/search?q=%E9%AC%A5%E9%99%A3%E6%BD%9B%E6%B0%B4%E5%B0%8F%E7%90%89%E7%90%83%E5%88%86%E9%83%A8&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E9%AC%A5%E9%99%A3%E6%BD%9B%E6%B0%B4%E5%B0%8F%E7%90%89%E7%90%83%E5%88%86%E9%83%A8&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABNIBBzIzNmowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471efeb7df20f27:0x7c07915f2a6eeb77,1,,,,",img/store_img/265.jpg
SaltyMind Freediving 鹹腦袋自由潛水,SaltyMind Freediving,南部地區,屏東縣,929屏東縣琉球鄉中正路137號,22.33111529,120.3627512,08:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十三分鐘抵達(或可租車前往),厚石、龍蝦洞、衫福,https://saltymindfreediving.com/,5,107,1.教練們耐心指導，從基礎到進階，讓學員掌握自由潛水技巧\n2.教練們細心解說，讓學員在水下感到放鬆並克服緊張感\n3.教練們對自由潛水充滿熱愛，讓學員感受到自潛的美妙,"https://www.google.com/search?q=SaltyMind+Freediving+%E9%B9%B9%E8%85%A6%E8%A2%8B%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=SaltyMind+Freediving+%E9%B9%B9%E8%85%A6%E8%A2%8B%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzQ2OGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef7eb1aec35f:0x6fb1b007df9785d,1,,,,",img/store_img/266.jpg
小琉球悠遊潛水,null,南部地區,屏東縣,929屏東縣琉球鄉中興路1之8號,22.33312559,120.3628047,08:00,20:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十七分鐘抵達(或可租車前往),花瓶岩、海子口、龍蝦洞,https://www.facebook.com/YOYODIVE/?locale=zh_TW,4.9,86,1.教練親切 裝備素質好很新\n2.態度非常好，讓人感覺很安心\n3.教練團專業謹慎，體驗潛水大推,"https://www.google.com/search?q=%E5%B0%8F%E7%90%89%E7%90%83%E6%82%A0%E9%81%8A%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%B0%8F%E7%90%89%E7%90%83%E6%82%A0%E9%81%8A%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgATSAQczNDZqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471efe8eebef023:0x4f0be13af1edd3b5,1,,,,",img/store_img/267.jpg
Free4Ocean 自由潛水,Free4Ocean,南部地區,屏東縣,92942屏東縣琉球鄉和平路1巷9號,22.33354386,120.3724048,08:30,17:30,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行七分鐘抵達(或可租車前往),海子口、多仔坪、衫福,https://www.facebook.com/free4ocean/,5,23,1.Buff教練的教學非常用心且專業\n2.課程內容豐富且紮實\n3.教練細心觀察並提供指導,"https://www.google.com/search?q=Free4Ocean+%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=Free4Ocean+%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBjgxajBqOagCALACAA&sourceid=chrome&ie=UTF-8#lrd=0x3471efbf19b1a6fd:0x1132ab106edd4220,1,,,,",img/store_img/268.jpg
VD自由潛水【小琉球教室】| VD Freediving Taiwan,VD Freediving,南部地區,屏東縣,屏東縣琉球鄉和平路1號2樓,22.33393083,120.3725755,08:00,19:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行七分鐘抵達(或可租車前往),中澳、電廠、龍蝦洞,https://www.vdfreediving.com/instructors,5,44,1.課程內容扎實且充實\n2.教練有耐心且幽默風趣\n3.小班制度提供細心指導並免費借用裝備,"https://www.google.com/search?q=VD%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E3%80%90%E5%B0%8F%E7%90%89%E7%90%83%E6%95%99%E5%AE%A4%E3%80%91%7C+VD+Freediving+Taiwan&rlz=1C1CHBF_zh-TWTW901TW901&oq=VD%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E3%80%90%E5%B0%8F%E7%90%89%E7%90%83%E6%95%99%E5%AE%A4%E3%80%91%7C+VD+Freediving+Taiwan&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTINCAEQLhivARjHARiABNIBBzE2NGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x34680195ed59f161:0xd374c76353e8121d,1,,,,",img/store_img/269.jpg
co_diving 自由潛水工作室,null,南部地區,屏東縣,929屏東縣琉球鄉和平路3巷1-5號,22.33476833,120.3718092,09:00,22:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行五分鐘抵達(或可租車前往),花瓶岩、中澳、厚石,https://www.facebook.com/people/co_diving/100063652736007/?paipv=0&eav=Afax3WhxRnvy_2XpwNd3okBJpAVeGJxpQPs0bSpQH1iKdjtvPqYl9q1uwcSZNewLCWM&_rdr,5,48,1.阿涼教練真的很有耐心&用心\n2.非常有耐心細心的教學\n3.教練會給你滿滿的鼓勵跟安全感,"https://www.google.com/search?q=co_diving+%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4&rlz=1C1CHBF_zh-TWTW901TW901&oq=co_diving+%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E5%B7%A5%E4%BD%9C%E5%AE%A4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiiBDIHCAIQABiiBDIHCAMQABiiBNIBBzE1MmowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471efda59f4a8c9:0x95e700ac9433b85,1,,,,",img/store_img/270.jpg
酷落潛水 Kuroshio Diving,Kuroshio Diving,南部地區,屏東縣,929屏東縣琉球鄉和平路13-3號,22.3352976,120.3714012,08:00,18:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行五分鐘抵達(或可租車前往),電廠、多仔坪、龍蝦洞,https://www.facebook.com/Kuroshiodiving/,5,185,1.教練提供實用的學習知識\n2.教練關心潛水者的狀況並拍照留下紀錄\n3.商家有保障且注重安全,"https://www.google.com/search?q=%E9%85%B7%E8%90%BD%E6%BD%9B%E6%B0%B4+Kuroshio+Diving&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E9%85%B7%E8%90%BD%E6%BD%9B%E6%B0%B4+Kuroshio+Diving&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzI0NGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef6a173ff965:0xd4d10e6053838c31,1,,,,",img/store_img/271.jpg
小琉球-小綠龜潛水,null,南部地區,屏東縣,929屏東縣琉球鄉和平路32-5號,22.33596029,120.3713078,08:00,22:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行五分鐘抵達(或可租車前往),電廠、厚石、海子口,https://www.lgt-diving.com.tw/about.html,4.9,692,1.教練們非常專業，讓人感到安心\n2.教練有耐心教學，確保學員進入狀況\n3.拍攝的照片和影片很漂亮，增添了美好回憶,"https://www.google.com/search?q=%E5%B0%8F%E7%90%89%E7%90%83-%E5%B0%8F%E7%B6%A0%E9%BE%9C%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%B0%8F%E7%90%89%E7%90%83-%E5%B0%8F%E7%B6%A0%E9%BE%9C%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgAQyBwgDEAAYgATSAQcyNjNqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef8ddc9ad00f:0x353d727019c95fe1,1,,,,",img/store_img/272.jpg
EXTD diving center 延伸潛水,EXTD diving center,南部地區,屏東縣,929屏東縣琉球鄉中興路33-360號,22.33752494,120.3673792,08:00,21:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行十九分鐘抵達(或可租車前往),厚石、海子口、衫福,https://www.facebook.com/extddivingcenter/,4.3,17,1.教練用心教學\n2.有潛水裝備的專屬間\n3.教學用心，超級專業 ！,"https://www.google.com/search?q=EXTD+diving+center+%E5%BB%B6%E4%BC%B8%E6%BD%9B%E6%B0%B4&rlz=1C1CHBF_zh-TWTW901TW901&oq=EXTD+diving+center+%E5%BB%B6%E4%BC%B8%E6%BD%9B%E6%B0%B4&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigAdIBBzIwN2owajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471e54fbb4dfbc5:0x5c95796b0d2e3a7e,1,,,,",img/store_img/273.png
蜂潛水海洋俱樂部潛水中心,DivingBee Club,南部地區,屏東縣,92942屏東縣琉球鄉中興路33-39號,22.33765313,120.3672215,08:00,20:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行十九分鐘抵達(或可租車前往),花瓶岩、電廠、衫福,https://www.facebook.com/divingbee/?locale=zh_TW,4.1,97,1.教練細心又貼心的帶領\n2.小琉球離岸邊50公尺就可以看到海龜和海洋生態\n3.船很大，不會擠來擠去，老闆人很親切,"https://www.google.com/search?q=%E8%9C%82%E6%BD%9B%E6%B0%B4%E6%B5%B7%E6%B4%8B%E4%BF%B1%E6%A8%82%E9%83%A8%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E8%9C%82%E6%BD%9B%E6%B0%B4%E6%B5%B7%E6%B4%8B%E4%BF%B1%E6%A8%82%E9%83%A8%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzEwNmowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef8dd2dc200d:0xbaf7be86583492d0,1,,,,",img/store_img/274.jpg
快樂小魚潛水教學中心,null,南部地區,屏東縣,929屏東縣琉球鄉復興路七號,22.33954055,120.3630489,00:00,23:59,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十八分鐘抵達(或可租車前往),花瓶岩、中澳、厚石,https://www.facebook.com/happylittlefish/?locale=zh_TW,4.7,70,1.教練很專業又幽默\n2.細心教學\n3.熱心協助客人需求,"https://www.google.com/search?q=%E5%BF%AB%E6%A8%82%E5%B0%8F%E9%AD%9A%E6%BD%9B%E6%B0%B4%E6%95%99%E5%AD%B8%E4%B8%AD%E5%BF%83&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%BF%AB%E6%A8%82%E5%B0%8F%E9%AD%9A%E6%BD%9B%E6%B0%B4%E6%95%99%E5%AD%B8%E4%B8%AD%E5%BF%83&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgATSAQcxMjlqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471eff397746be7:0x140c35f1e9a1d9c5,1,,,,",img/store_img/275.jpg
哈尼潛水 Hot Diving,Hot Diving,南部地區,屏東縣,929屏東縣琉球鄉杉板路53巷16之1號,22.34064785,120.3662194,08:00,22:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十二分鐘抵達(或可租車前往),電廠、多仔坪、龍蝦洞,https://www.facebook.com/HotDiving/?locale=zh_TW,4.9,72,1.超佛心老闆，提供全套潛水課程和住宿\n2.教練非Nice，提供良好的潛水體驗\n3.住宿環境舒適，位於潛水點附近的好位置,"https://www.google.com/search?q=%E5%93%88%E5%B0%BC%E6%BD%9B%E6%B0%B4+Hot+Diving&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%93%88%E5%B0%BC%E6%BD%9B%E6%B0%B4+Hot+Diving&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABNIBBzEyOGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471efef1258e741:0xbdab4bcbab0e5ed,1,,,,",img/store_img/276.png
瘋潛雪 Fun Dive Ski,Fun Dive Ski,南部地區,屏東縣,929屏東縣琉球鄉杉板路30-1號,22.34070967,120.3655891,00:00,23:59,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十八分鐘抵達(或可租車前往),電廠、厚石、海子口,https://www.facebook.com/FunDiveSki/,5,113,1.教練耐心指導\n2.友好態度舒適體驗\n3.專業知識印象深刻,"https://www.google.com/search?q=%E7%98%8B%E6%BD%9B%E9%9B%AA+Fun+Dive+Ski&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E7%98%8B%E6%BD%9B%E9%9B%AA+Fun+Dive+Ski&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzE4NGowajmoAgCwAgA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef88f976e9f3:0xafd78e7cd6c11be8,1,,,,",img/store_img/277.jpg
heyheyDive,HeyHeyDive,南部地區,屏東縣,929屏東縣琉球鄉上福村杉板路30號之1,22.34130836,120.3652691,10:00,22:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十四分鐘抵達(或可租車前往),花瓶岩、電廠、衫福,https://www.heyheydive.com/instructors,5,85,1.石頭教練的細心照顧讓學員放鬆順利考照\n2.課程講解淺顯易懂，操作時重點提醒，並時刻注意學員安全\n3.石頭教練不只教學，還帶領學員體驗大海的美妙和觀察海洋生物,"https://www.google.com/search?q=heyheyDive&rlz=1C1CHBF_zh-TWTW901TW901&oq=heyheyDive&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIGCAUQABge0gEHNzEzajBqOagCALACAA&sourceid=chrome&ie=UTF-8#lrd=0x3471efcd03498d15:0x558ed7fa88c8fb2,1,,,,",img/store_img/278.jpg
白牌自由潛水中心,White Card Freediving,南部地區,屏東縣,929屏東縣琉球鄉肚仔坪路15之2號,22.34277216,120.363438,09:00,18:00,15:00,null,11:00,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行二十六分鐘抵達(或可租車前往,中澳、電廠、龍蝦洞,https://whitecard.business.site/#summary,4.8,69,1.老闆提供雨衣和濕行李袋\n2.乾淨舒適的衛生間，還有可愛的貓咪\n3.對於練習自由潛水而言兩米深的泳池真的很棒,"https://www.google.com/search?q=%E7%99%BD%E7%89%8C%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E7%99%BD%E7%89%8C%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E4%B8%AD%E5%BF%83&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyEAgBEC4YrwEYxwEYgAQYmAUyBwgCEAAYgAQyBwgDEAAYgATSAQczMDJqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471efd8a6433b49:0xaca0c5da58956214,1,,,,",img/store_img/279.png
小琉球369浮潛店,null,南部地區,屏東縣,929屏東縣琉球鄉上杉路1巷80號92942,22.33977502,120.3693908,08:00,16:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行十六分鐘抵達(或可租車前往),電廠、多仔坪、龍蝦洞,https://www.facebook.com/snorkeling369?locale=zh_TW,4.7,384,1.教練人很好\n2.裝備新\n3.拍照用心,"https://www.google.com/search?q=%E5%B0%8F%E7%90%89%E7%90%83369%E6%B5%AE%E6%BD%9B%E5%BA%97&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%B0%8F%E7%90%89%E7%90%83369%E6%B5%AE%E6%BD%9B%E5%BA%97&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgAQyBwgDEAAYgATSAQcxNjNqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471efa9277a6697:0x96362b8d0786a4,1,,,,",img/store_img/280.jpg
啾開心浮潛,null,南部地區,屏東縣,929屏東縣琉球鄉上杉路1巷3號,22.34041758,120.3696432,08:00,17:00,null,null,null,null,開車自行前往\n大眾運輸>搭乘火車至屏東車站>搭乘客運至上東港>步行十二分鐘至東港渡船碼頭>搭乘渡輪至大福渡船碼頭>步行十七分鐘抵達(或可租車前往),電廠、多仔坪、龍蝦洞,https://www.facebook.com/people/%E5%95%BE%E9%96%8B%E5%BF%83%E6%B5%AE%E6%BD%9B/100085367326063/,4.9,138,1.教練專業且細心\n2.提供專屬浮潛不併團\n3.拍照技術指導優秀,"https://www.google.com/search?q=%E5%95%BE%E9%96%8B%E5%BF%83%E6%B5%AE%E6%BD%9B&rlz=1C1CHBF_zh-TWTW901TW901&oq=%E5%95%BE%E9%96%8B%E5%BF%83%E6%B5%AE%E6%BD%9B&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyDQgBEC4YrwEYxwEYgAQyBwgCEAAYgAQyBwgDEAAYgATSAQcxMzdqMGo5qAIAsAIA&sourceid=chrome&ie=UTF-8#lrd=0x3471ef8ba05160f7:0x704d0ddb0f5ae176,1,,,,",img/store_img/281.jpg
